Transaction_ID,Device,Location,Merchant,Amount,Payment_Mode,Transaction_Timestamp,Fraud
TXN54428147,iPhone,Chennai,Nykaa,2865,UPI,2025-09-20 09:16:32,0
TXN73103720,Web,Kolkata,Quikr,27973,UPI,2025-06-15 01:11:35,0
TXN47835483,Web,Chennai,Flipkart,6979,Debit Card,2025-03-24 06:27:22,0
TXN41072102,iPhone,Mumbai,Amazon,9032,UPI,2025-08-31 15:33:54,0
TXN30427272,iPhone,Kolkata,BigBasket,7431,Credit Card,2025-12-30 02:56:02,0
TXN15618215,Android,Kolkata,Blinkit,7744,UPI,2025-02-12 12:31:55,0
TXN76233922,Web,Kolkata,JioMart,6294,UPI,2025-02-10 15:50:39,0
TXN18170856,iPhone,Delhi,AJIO,8899,Wallet,2025-06-06 17:52:06,0
TXN93619475,Web,Pune,Quikr,25870,UPI,2025-08-01 15:04:32,0
TXN47164774,Android,Hyderabad,Nykaa,7235,Debit Card,2025-04-03 11:46:25,0
TXN50320676,iPhone,Chennai,Croma,5383,UPI,2025-11-09 20:32:42,0
TXN48918108,iPhone,Delhi,Blinkit,3710,UPI,2025-12-23 01:24:36,0
TXN28494034,Web,Delhi,Myntra,7844,Credit Card,2025-04-08 21:17:07,0
TXN28930068,iPhone,Delhi,OLX,6706,Credit Card,2025-04-01 00:24:28,0
TXN49096739,Web,Delhi,Blinkit,9532,Debit Card,2025-11-18 14:03:32,0
TXN15003748,Android,Delhi,Croma,1853,UPI,2025-06-22 05:25:46,0
TXN14018544,Web,Mumbai,Quikr,6433,UPI,2025-12-30 12:02:53,1
TXN67811963,Android,Bengaluru,OLX,10748,Debit Card,2025-11-23 22:22:19,0
TXN41886393,iPhone,Mumbai,Used Phone Store,25405,UPI,2025-03-30 10:46:21,0
TXN98572232,iPhone,Pune,Blinkit,2069,Debit Card,2025-09-06 02:46:28,0
TXN63217517,iPhone,Kolkata,Nykaa,5542,UPI,2025-03-16 06:40:37,0
TXN80152552,Android,Mumbai,AJIO,753,UPI,2025-10-17 06:37:08,0
TXN78113354,Android,Chennai,BonusWallet,44243,Debit Card,2025-09-17 06:42:36,0
TXN15290863,Web,Pune,Flipkart,7488,UPI,2025-10-28 01:42:30,0
TXN92765787,Web,Chennai,Blinkit,9339,UPI,2025-03-01 14:20:15,0
TXN75286608,iPhone,Chennai,BigBasket,11841,UPI,2025-09-14 17:06:45,0
TXN32923128,Web,Hyderabad,Tata Cliq,3570,UPI,2025-02-13 06:09:48,0
TXN20776487,Web,Mumbai,IRCTC,9138,UPI,2025-10-21 00:08:31,0
TXN88698267,Web,Delhi,AJIO,3945,UPI,2025-12-21 15:14:19,0
TXN15983855,iPhone,Bengaluru,Gaming Recharge,650,UPI,2025-04-01 03:40:54,0
TXN46094937,iPhone,Delhi,BookMyShow,8690,Credit Card,2025-05-14 15:02:22,0
TXN39056300,iPhone,Bengaluru,IRCTC,8803,Debit Card,2025-10-22 11:08:44,0
TXN23914567,iPhone,Ahmedabad,Forex Exchange,4068,UPI,2025-06-19 02:40:31,1
TXN52661800,Android,Hyderabad,Myntra,11719,Debit Card,2025-03-25 01:55:02,0
TXN70175222,Android,Kolkata,Gaming Recharge,20920,Debit Card,2025-11-27 05:56:16,0
TXN27688735,iPhone,Delhi,IRCTC,4772,Debit Card,2025-04-03 19:36:04,0
TXN59517435,iPhone,Bengaluru,InstantCrypto,79423,UPI,2025-07-12 22:36:50,1
TXN35958126,iPhone,Delhi,AJIO,3733,UPI,2025-08-19 16:02:32,0
TXN39565257,Web,Mumbai,JioMart,7542,Credit Card,2025-07-08 01:05:57,0
TXN74386228,Web,Mumbai,FastCash,9030,Debit Card,2025-01-30 00:27:41,0
TXN91618065,Web,Bengaluru,Amazon,7523,Credit Card,2025-07-26 14:11:02,0
TXN22020491,iPhone,Bengaluru,Gaming Recharge,2577,Debit Card,2025-12-19 19:45:40,0
TXN49866231,Android,Ahmedabad,Zomato,2038,Credit Card,2025-03-27 23:38:53,0
TXN86907370,Android,Kolkata,Myntra,5900,UPI,2025-01-24 20:14:37,0
TXN97114355,Web,Delhi,Nykaa,10432,Wallet,2025-05-07 06:30:31,0
TXN71643828,Android,Mumbai,InstantCrypto,24667,Credit Card,2025-02-10 23:29:45,1
TXN15741833,Android,Bengaluru,AnonymousSeller,52237,UPI,2025-01-04 13:47:23,1
TXN34316620,Android,Mumbai,Blinkit,1698,Debit Card,2025-09-07 13:22:48,0
TXN48922483,Web,Hyderabad,Tata Cliq,2797,Debit Card,2025-01-24 04:28:43,0
TXN91642646,Android,Bengaluru,Gaming Recharge,21271,UPI,2025-02-17 15:46:52,0
TXN42045355,Android,Chennai,Local Seller,28467,UPI,2025-01-04 19:08:59,1
TXN81196750,Web,Pune,InstantCrypto,22129,UPI,2025-07-07 20:41:25,1
TXN84326221,Web,Mumbai,Croma,2822,Wallet,2025-04-19 20:32:40,0
TXN43546908,Android,Hyderabad,Myntra,1692,UPI,2025-08-06 06:35:25,0
TXN19056507,iPhone,Chennai,AJIO,11151,Credit Card,2025-07-20 08:17:27,0
TXN50015692,iPhone,Pune,BookMyShow,11436,UPI,2025-11-23 06:37:10,0
TXN53030827,iPhone,Hyderabad,Croma,1164,Credit Card,2025-07-02 17:01:52,0
TXN81597214,iPhone,Delhi,Myntra,2402,UPI,2025-01-09 07:42:39,0
TXN33570638,iPhone,Kolkata,BookMyShow,8013,UPI,2025-07-10 00:07:37,0
TXN96148368,iPhone,Pune,GiftCardHub,5711,UPI,2025-11-27 03:55:48,1
TXN78192054,Web,Kolkata,Amazon,1339,UPI,2025-10-02 03:33:04,0
TXN55869890,Web,Mumbai,JioMart,4693,UPI,2025-05-10 14:29:38,0
TXN27269135,iPhone,Ahmedabad,Flipkart,10373,Debit Card,2025-08-21 02:24:05,0
TXN32008514,iPhone,Kolkata,BookMyShow,11196,Credit Card,2025-10-17 02:08:57,0
TXN36905801,Android,Delhi,Nykaa,8266,Debit Card,2025-01-20 05:45:49,0
TXN52798706,Web,Hyderabad,Gaming Recharge,1741,Debit Card,2025-02-18 05:30:49,0
TXN25240704,Web,Bengaluru,Myntra,6409,UPI,2025-08-17 19:45:21,0
TXN73617104,Android,Pune,Gift Card Store,21049,UPI,2025-03-02 00:58:58,0
TXN57217555,Android,Pune,Zomato,3995,UPI,2025-04-12 11:44:56,0
TXN82667192,iPhone,Kolkata,Gaming Recharge,19183,Debit Card,2025-12-08 06:26:58,0
TXN98590845,Web,Mumbai,Zomato,417,UPI,2025-06-23 12:50:15,0
TXN33116430,Android,Mumbai,BookMyShow,1405,Debit Card,2025-02-03 03:53:18,0
TXN70306557,Android,Hyderabad,CryptoX,5583,Debit Card,2025-07-18 17:33:35,1
TXN53831823,Android,Bengaluru,Amazon,5991,UPI,2025-03-28 10:07:21,0
TXN68071496,Android,Chennai,JioMart,10224,Credit Card,2025-08-25 05:44:23,0
TXN51368778,Android,Delhi,Swiggy,9876,UPI,2025-02-06 04:12:10,0
TXN18868540,Web,Chennai,Local Electronics,14624,Credit Card,2025-06-18 22:56:18,0
TXN64235230,iPhone,Ahmedabad,Swiggy,3828,UPI,2025-06-09 05:53:20,0
TXN35520416,Android,Delhi,Nykaa,8694,UPI,2025-08-15 00:06:43,0
TXN75147205,iPhone,Pune,JioMart,7718,UPI,2025-06-24 01:20:39,0
TXN65845651,Android,Delhi,Amazon,3409,UPI,2025-01-19 08:03:19,0
TXN59788475,Android,Delhi,Quikr,21766,UPI,2025-11-16 23:38:47,0
TXN61137658,Android,Ahmedabad,Tata Cliq,11185,Debit Card,2025-03-10 20:10:35,0
TXN57859478,Android,Delhi,Croma,9369,UPI,2025-10-15 13:22:57,0
TXN13122044,Android,Chennai,Flipkart,4834,Credit Card,2025-01-24 10:40:51,0
TXN23462747,Android,Chennai,Used Phone Store,8938,UPI,2025-09-15 06:34:01,0
TXN15959247,Web,Kolkata,Used Phone Store,24849,UPI,2025-12-23 17:17:26,0
TXN30516389,iPhone,Delhi,Tata Cliq,627,Debit Card,2025-11-22 21:32:03,0
TXN16432321,Android,Hyderabad,Tata Cliq,10982,Debit Card,2025-03-15 21:57:33,0
TXN68852531,Web,Mumbai,AJIO,1441,UPI,2025-11-16 10:44:24,0
TXN26501229,Android,Hyderabad,AJIO,9234,UPI,2025-01-12 17:31:26,0
TXN31455390,iPhone,Chennai,GiftCardHub,49113,UPI,2025-07-17 19:08:49,1
TXN87006556,Android,Kolkata,Nykaa,11436,UPI,2025-07-28 15:37:44,0
TXN83441768,Android,Kolkata,Tata Cliq,11325,Wallet,2025-11-29 01:01:09,0
TXN48005988,Android,Chennai,BigBasket,11067,Debit Card,2025-08-24 11:25:18,0
TXN19970269,iPhone,Chennai,Local Seller,1539,UPI,2025-08-13 16:38:52,1
TXN24882052,iPhone,Chennai,Nykaa,440,UPI,2025-04-22 14:41:19,0
TXN41098753,Web,Hyderabad,Swiggy,6195,Credit Card,2025-08-11 21:05:39,0
TXN69928576,Android,Bengaluru,Forex Exchange,2043,Credit Card,2025-06-14 01:23:36,0
TXN74799057,Web,Delhi,Flipkart,1858,Debit Card,2025-01-20 11:12:42,0
TXN56011001,iPhone,Kolkata,LuckyReward,63131,UPI,2025-11-10 14:03:06,1
TXN69115599,iPhone,Delhi,AnonymousSeller,60514,UPI,2025-12-13 14:40:26,0
TXN48796062,iPhone,Hyderabad,Myntra,3904,UPI,2025-03-14 14:01:21,0
TXN68462117,Web,Ahmedabad,Myntra,11826,Debit Card,2025-02-21 13:53:34,0
TXN35082213,Web,Hyderabad,Forex Exchange,12195,UPI,2025-02-23 02:39:28,0
TXN90511146,Android,Ahmedabad,Croma,3152,UPI,2025-03-22 00:01:38,0
TXN61174278,Android,Delhi,Amazon,839,UPI,2025-02-07 05:33:55,0
TXN39571780,iPhone,Mumbai,Tata Cliq,10758,UPI,2025-12-10 05:23:56,0
TXN32401326,Android,Kolkata,Nykaa,7296,Debit Card,2025-11-21 02:55:37,0
TXN64156436,iPhone,Hyderabad,OLX,16441,UPI,2025-08-22 19:20:35,0
TXN16267442,Web,Mumbai,Gaming Recharge,17325,UPI,2025-07-06 02:50:40,0
TXN12513736,Android,Mumbai,AnonymousSeller,72281,Credit Card,2025-03-22 09:07:17,1
TXN85320218,Web,Ahmedabad,Used Phone Store,19440,UPI,2025-05-06 18:09:46,0
TXN60756144,iPhone,Chennai,Myntra,1786,UPI,2025-02-07 11:01:35,0
TXN86510299,iPhone,Ahmedabad,Croma,1484,UPI,2025-12-07 07:01:14,0
TXN89943657,Web,Ahmedabad,BookMyShow,2074,UPI,2025-05-13 20:51:30,0
TXN63170106,Web,Chennai,BookMyShow,5960,UPI,2025-07-27 00:41:31,0
TXN87421824,iPhone,Pune,Gaming Recharge,29724,UPI,2025-03-30 06:58:06,0
TXN14735645,Web,Delhi,Quikr,24545,UPI,2025-08-28 09:02:18,0
TXN99144319,Web,Hyderabad,Swiggy,9924,Credit Card,2025-01-25 11:06:29,0
TXN66779978,iPhone,Ahmedabad,BigBasket,7235,Debit Card,2025-12-15 11:27:58,0
TXN89083607,Android,Delhi,Nykaa,7636,UPI,2025-02-26 14:26:43,0
TXN71949312,iPhone,Hyderabad,BigBasket,385,Debit Card,2025-07-06 20:17:53,0
TXN19046537,Web,Chennai,BookMyShow,1920,UPI,2025-12-05 13:27:11,0
TXN28904812,iPhone,Hyderabad,BigBasket,3118,UPI,2025-12-24 19:11:08,0
TXN85812751,Web,Hyderabad,IRCTC,1510,UPI,2025-07-20 02:18:10,0
TXN44933971,Web,Mumbai,AJIO,3994,Credit Card,2025-10-08 23:02:12,0
TXN68178390,Web,Hyderabad,Zomato,6502,UPI,2025-07-08 01:21:30,0
TXN13876883,Web,Mumbai,Reliance Digital,4169,UPI,2025-10-26 01:53:50,0
TXN28127927,iPhone,Bengaluru,AJIO,10600,UPI,2025-04-02 05:36:56,0
TXN60124764,Web,Hyderabad,Forex Exchange,9645,Credit Card,2025-04-05 15:15:28,0
TXN55948825,Web,Mumbai,Flipkart,2789,Wallet,2025-02-13 02:55:42,0
TXN39237440,Android,Hyderabad,Local Electronics,17775,UPI,2025-10-11 21:29:12,0
TXN52043839,Android,Ahmedabad,Blinkit,11644,UPI,2025-03-23 09:12:43,0
TXN28361744,Android,Bengaluru,OLX,5222,Credit Card,2025-05-04 04:40:00,0
TXN92676278,Web,Bengaluru,Reliance Digital,8815,UPI,2025-12-21 04:13:27,0
TXN67228709,Web,Pune,Local Electronics,15999,UPI,2025-05-03 09:17:17,0
TXN73415073,iPhone,Kolkata,Myntra,7209,UPI,2025-04-10 23:25:28,0
TXN67265644,Web,Bengaluru,Local Electronics,19943,UPI,2025-06-27 06:26:12,0
TXN52366107,iPhone,Hyderabad,Zomato,3814,UPI,2025-12-07 02:31:30,0
TXN38172459,Android,Bengaluru,Local Electronics,7083,Wallet,2025-09-15 00:25:39,0
TXN34939446,iPhone,Bengaluru,Nykaa,2956,Wallet,2025-01-26 18:40:16,0
TXN93801631,iPhone,Kolkata,Blinkit,4949,Debit Card,2025-05-09 15:57:40,0
TXN35917163,iPhone,Mumbai,Nykaa,7421,UPI,2025-07-07 19:54:23,0
TXN36181063,iPhone,Mumbai,Quikr,12966,UPI,2025-01-23 15:00:41,0
TXN95832523,Android,Bengaluru,Amazon,6616,UPI,2025-10-23 07:13:27,0
TXN24385196,Web,Hyderabad,IRCTC,1163,UPI,2025-09-10 06:42:02,0
TXN61319785,Android,Ahmedabad,Reliance Digital,3897,UPI,2025-07-08 00:16:56,0
TXN53651264,Android,Delhi,Forex Exchange,18921,Debit Card,2025-10-14 16:21:11,1
TXN81144365,Web,Hyderabad,InstantCrypto,31634,Debit Card,2025-12-27 07:04:21,0
TXN97848799,iPhone,Hyderabad,Forex Exchange,363,UPI,2025-10-04 12:38:57,0
TXN55449302,Web,Pune,Myntra,2233,UPI,2025-07-03 02:45:16,0
TXN66183944,Web,Bengaluru,Blinkit,6120,UPI,2025-06-11 19:48:17,0
TXN30493426,Android,Mumbai,Myntra,4835,UPI,2025-05-29 23:10:06,0
TXN51325922,iPhone,Ahmedabad,Zomato,3255,Credit Card,2025-05-16 05:22:22,0
TXN58155327,Web,Delhi,Croma,5051,UPI,2025-02-13 07:06:44,0
TXN59052942,iPhone,Mumbai,AJIO,2702,UPI,2025-02-11 11:51:38,0
TXN55758517,iPhone,Pune,BigBasket,11148,UPI,2025-12-30 05:58:33,0
TXN10014867,Android,Hyderabad,Tata Cliq,9245,UPI,2025-04-07 12:55:21,0
TXN11083543,iPhone,Hyderabad,Amazon,6708,Credit Card,2025-04-30 12:04:42,0
TXN94544416,Web,Chennai,Gift Card Store,23733,UPI,2025-09-18 16:24:21,0
TXN93189126,Android,Hyderabad,Nykaa,1709,UPI,2025-02-28 01:08:11,0
TXN46393644,Android,Ahmedabad,Swiggy,8970,Debit Card,2025-09-19 04:37:52,0
TXN76154184,iPhone,Kolkata,Amazon,10371,UPI,2025-04-18 17:19:00,0
TXN66040955,Android,Pune,Myntra,3754,UPI,2025-03-30 16:43:09,0
TXN20824741,Web,Kolkata,FastCash,53463,Debit Card,2025-02-25 04:48:57,1
TXN52316622,Android,Pune,Swiggy,8300,Credit Card,2025-12-22 04:54:22,0
TXN13207145,Android,Mumbai,Used Phone Store,13693,Debit Card,2025-12-03 00:46:40,0
TXN45077735,Android,Hyderabad,AJIO,11409,Credit Card,2025-06-21 19:25:47,0
TXN78743101,Web,Chennai,JioMart,6365,UPI,2025-06-17 12:41:01,0
TXN78842582,iPhone,Ahmedabad,Croma,1556,Wallet,2025-08-17 22:21:34,0
TXN12353781,Android,Bengaluru,GiftCardHub,34960,UPI,2025-04-26 00:51:27,1
TXN93409485,Web,Chennai,AnonymousSeller,52306,UPI,2025-12-02 14:05:48,1
TXN54919780,Web,Mumbai,Zomato,713,Debit Card,2025-11-15 16:32:50,0
TXN41497119,Android,Hyderabad,Quikr,11925,Wallet,2025-06-27 08:21:25,1
TXN47923423,Android,Pune,Blinkit,11181,Credit Card,2025-10-05 08:59:30,0
TXN22715602,iPhone,Ahmedabad,Gift Card Store,21482,UPI,2025-08-03 23:02:44,0
TXN88243828,iPhone,Kolkata,LuckyReward,37849,UPI,2025-08-22 14:28:30,1
TXN69503038,iPhone,Ahmedabad,Blinkit,11385,UPI,2025-10-02 22:47:40,0
TXN68795291,Android,Chennai,CryptoX,50007,UPI,2025-03-30 14:23:04,0
TXN12796433,Web,Hyderabad,Swiggy,8753,Credit Card,2025-10-01 02:14:09,0
TXN29170330,Android,Bengaluru,Forex Exchange,11921,Wallet,2025-06-20 01:34:42,1
TXN12208377,Android,Mumbai,InstantCrypto,60909,Debit Card,2025-03-24 02:54:17,1
TXN36837623,iPhone,Delhi,Tata Cliq,2185,UPI,2025-09-16 16:24:21,0
TXN79640427,iPhone,Mumbai,JioMart,3520,Wallet,2025-02-07 08:15:38,0
TXN25084217,Web,Mumbai,Quikr,24310,Wallet,2025-11-13 01:43:25,0
TXN74052340,Web,Bengaluru,Swiggy,1841,Wallet,2025-07-01 04:29:05,0
TXN97227044,Web,Pune,Gaming Recharge,10313,Debit Card,2025-01-10 17:08:08,0
TXN62840045,iPhone,Delhi,FastCash,38731,UPI,2025-08-14 06:07:22,1
TXN59166118,iPhone,Ahmedabad,Blinkit,9942,Debit Card,2025-09-24 19:27:38,0
TXN37292591,Web,Pune,Myntra,11209,UPI,2025-11-08 23:51:19,0
TXN42264286,iPhone,Bengaluru,Zomato,6417,UPI,2025-05-20 09:26:07,0
TXN23319739,iPhone,Ahmedabad,Nykaa,3390,Wallet,2025-11-10 00:57:46,0
TXN96956148,Web,Ahmedabad,Myntra,10046,UPI,2025-02-04 21:12:31,0
TXN25613336,iPhone,Bengaluru,BookMyShow,1855,UPI,2025-01-29 13:14:11,0
TXN71613196,Web,Bengaluru,Gift Card Store,22322,UPI,2025-01-13 10:45:14,0
TXN13963570,iPhone,Mumbai,Nykaa,7014,UPI,2025-02-21 11:32:00,0
TXN90585328,iPhone,Bengaluru,Amazon,7705,Debit Card,2025-09-21 15:04:16,0
TXN77235798,Android,Bengaluru,BigBasket,9987,Debit Card,2025-12-30 21:25:46,0
TXN20744574,Web,Mumbai,Nykaa,9739,UPI,2025-08-26 19:47:30,0
TXN48965695,iPhone,Pune,Tata Cliq,7268,Debit Card,2025-03-18 15:11:40,0
TXN44220679,iPhone,Kolkata,Quikr,6580,UPI,2025-09-06 00:35:24,1
TXN31135114,iPhone,Pune,Swiggy,2878,Credit Card,2025-06-10 07:07:23,0
TXN59331774,iPhone,Hyderabad,JioMart,9261,UPI,2025-08-29 10:14:33,0
TXN22068151,iPhone,Chennai,Flipkart,252,Credit Card,2025-11-20 12:17:02,0
TXN29472077,iPhone,Hyderabad,Croma,8804,UPI,2025-12-01 10:18:26,0
TXN39961857,iPhone,Chennai,BigBasket,4623,UPI,2025-03-03 09:47:15,0
TXN23721954,Web,Ahmedabad,Gift Card Store,17768,Credit Card,2025-07-27 14:17:01,0
TXN36272607,Android,Hyderabad,Blinkit,6777,UPI,2025-07-10 15:31:04,0
TXN79395823,Android,Kolkata,Blinkit,7013,Wallet,2025-09-15 06:00:29,0
TXN54865011,Web,Delhi,Amazon,11645,Wallet,2025-09-10 03:55:40,0
TXN25608097,Web,Kolkata,Zomato,7319,Debit Card,2025-12-03 09:21:24,0
TXN13670838,Web,Mumbai,JioMart,1869,UPI,2025-11-19 17:41:19,0
TXN98890034,Android,Chennai,Amazon,1249,Wallet,2025-09-18 01:29:17,0
TXN49694598,Android,Pune,Zomato,10565,Debit Card,2025-07-31 13:48:15,0
TXN43393936,iPhone,Ahmedabad,CryptoX,10597,UPI,2025-02-21 20:33:45,1
TXN44492291,Web,Delhi,Swiggy,5706,Credit Card,2025-05-20 06:50:13,0
TXN46480935,iPhone,Chennai,Nykaa,1765,UPI,2025-08-23 14:22:09,0
TXN15308489,Web,Bengaluru,Quikr,2401,UPI,2025-04-05 05:45:46,1
TXN92787526,Android,Pune,AJIO,2625,Credit Card,2025-11-26 00:44:09,0
TXN47604333,iPhone,Pune,Myntra,2635,UPI,2025-01-20 01:19:56,0
TXN87449139,Android,Kolkata,AnonymousSeller,59295,Credit Card,2025-04-08 04:51:56,1
TXN65274125,Web,Hyderabad,AJIO,10343,UPI,2025-04-02 13:37:19,0
TXN17694945,Web,Mumbai,Zomato,2784,UPI,2025-05-21 04:31:17,0
TXN92549074,Android,Chennai,Local Seller,16055,UPI,2025-04-27 08:48:51,0
TXN21595184,Android,Ahmedabad,Nykaa,10629,UPI,2025-10-15 17:18:26,0
TXN34598145,Web,Ahmedabad,Used Phone Store,10929,Credit Card,2025-05-20 08:33:07,0
TXN71592975,Web,Delhi,Croma,5637,UPI,2025-10-03 11:28:03,0
TXN83515887,iPhone,Kolkata,Gaming Recharge,13978,Debit Card,2025-12-31 13:24:04,0
TXN42664901,Android,Ahmedabad,BonusWallet,18024,UPI,2025-03-07 11:53:15,1
TXN12049630,Web,Hyderabad,Reliance Digital,9253,Debit Card,2025-12-10 23:43:54,0
TXN61778265,Web,Hyderabad,IRCTC,9277,Wallet,2025-05-06 01:46:51,0
TXN34501300,Web,Chennai,Nykaa,9302,Credit Card,2025-05-07 23:00:58,0
TXN93420663,Android,Pune,Local Seller,28366,UPI,2025-11-21 16:17:25,1
TXN89238102,Android,Chennai,Tata Cliq,1667,UPI,2025-04-13 11:31:28,0
TXN87597282,Android,Delhi,Amazon,11845,UPI,2025-09-30 21:19:19,0
TXN96646206,Web,Ahmedabad,Tata Cliq,4854,UPI,2025-01-27 06:13:34,0
TXN79169200,iPhone,Mumbai,Nykaa,2348,Debit Card,2025-01-23 19:54:00,0
TXN78040571,iPhone,Bengaluru,BigBasket,5713,Debit Card,2025-03-14 16:39:29,0
TXN80922751,iPhone,Delhi,Reliance Digital,4838,Credit Card,2025-07-13 16:52:57,0
TXN49790505,Android,Ahmedabad,AJIO,10955,Debit Card,2025-03-23 23:41:38,0
TXN10774319,iPhone,Ahmedabad,Nykaa,1616,Debit Card,2025-06-26 06:24:01,0
TXN44856038,iPhone,Mumbai,Forex Exchange,310,UPI,2025-06-18 00:43:21,0
TXN48031101,Android,Delhi,Used Phone Store,11043,Wallet,2025-03-30 08:20:20,0
TXN90875476,iPhone,Mumbai,BigBasket,9084,UPI,2025-06-18 10:38:19,0
TXN10620790,iPhone,Bengaluru,QuickPay247,71605,Debit Card,2025-07-10 03:34:01,0
TXN88956529,iPhone,Kolkata,Local Seller,20406,Credit Card,2025-06-05 20:30:31,0
TXN10533858,Android,Chennai,Myntra,3279,Debit Card,2025-04-11 03:44:20,0
TXN98158994,Android,Kolkata,Flipkart,7065,UPI,2025-03-02 18:30:41,0
TXN11352664,iPhone,Chennai,Myntra,3025,UPI,2025-04-18 00:20:01,0
TXN73345829,iPhone,Mumbai,Quikr,9841,Debit Card,2025-08-12 00:30:27,0
TXN25290334,Web,Ahmedabad,Forex Exchange,13580,Debit Card,2025-07-02 02:46:21,0
TXN57892765,Android,Pune,Nykaa,11166,UPI,2025-09-12 05:19:25,0
TXN91583167,iPhone,Hyderabad,BookMyShow,11810,UPI,2025-12-23 15:34:44,0
TXN85184789,iPhone,Kolkata,Flipkart,323,Wallet,2025-01-14 15:14:48,0
TXN25001759,Web,Kolkata,Swiggy,4483,Debit Card,2025-04-25 04:10:08,0
TXN67139619,iPhone,Pune,Local Seller,19326,UPI,2025-10-30 15:58:01,0
TXN81522063,Web,Bengaluru,Local Seller,1577,Credit Card,2025-05-02 21:19:01,1
TXN37209720,Android,Bengaluru,BonusWallet,18360,UPI,2025-10-07 21:59:31,0
TXN48593632,iPhone,Ahmedabad,Local Seller,16927,UPI,2025-10-21 18:01:08,0
TXN15545341,Android,Hyderabad,AnonymousSeller,61896,UPI,2025-09-08 06:51:29,1
TXN46315013,iPhone,Bengaluru,GiftCardHub,45157,UPI,2025-08-31 07:00:27,0
TXN13708951,Web,Mumbai,Myntra,6529,Debit Card,2025-12-05 19:26:46,0
TXN31691695,Web,Kolkata,BookMyShow,3120,UPI,2025-04-07 14:16:26,0
TXN45563802,iPhone,Bengaluru,Myntra,4013,Credit Card,2025-09-25 18:21:57,0
TXN44825974,Web,Pune,AnonymousSeller,33777,Credit Card,2025-04-25 17:23:34,1
TXN62093554,iPhone,Delhi,Tata Cliq,1772,UPI,2025-03-05 08:05:21,0
TXN39281639,iPhone,Chennai,Swiggy,1528,UPI,2025-08-03 17:09:07,0
TXN61158919,Android,Chennai,CryptoX,487,UPI,2025-11-01 20:39:16,1
TXN95075580,Web,Hyderabad,BigBasket,10381,Credit Card,2025-03-30 22:20:02,0
TXN49097483,iPhone,Hyderabad,CryptoX,2520,Debit Card,2025-07-16 12:10:34,0
TXN85184145,Android,Kolkata,IRCTC,11563,UPI,2025-06-16 07:45:42,0
TXN28471264,Android,Bengaluru,Zomato,6587,Credit Card,2025-07-05 08:02:37,0
TXN18413656,Web,Kolkata,OLX,19224,UPI,2025-12-03 01:55:30,0
TXN53196052,iPhone,Hyderabad,Blinkit,5286,Wallet,2025-04-30 19:19:05,0
TXN56900479,Web,Kolkata,BookMyShow,4001,UPI,2025-08-06 06:50:38,1
TXN48123874,Android,Chennai,Swiggy,8861,UPI,2025-11-24 13:59:17,0
TXN83777870,Android,Delhi,Myntra,9046,Debit Card,2025-09-03 14:33:20,0
TXN57399767,iPhone,Hyderabad,Reliance Digital,3108,Credit Card,2025-09-18 22:33:19,0
TXN84475477,iPhone,Mumbai,OLX,21941,UPI,2025-11-24 09:07:59,0
TXN40774607,Web,Pune,IRCTC,8834,UPI,2025-12-27 14:06:17,0
TXN14997687,Web,Chennai,Swiggy,1620,Credit Card,2025-12-18 00:39:05,0
TXN53351166,iPhone,Mumbai,Used Phone Store,16773,UPI,2025-11-07 17:51:14,0
TXN55424020,iPhone,Chennai,Local Electronics,23063,UPI,2025-09-13 23:53:32,0
TXN31991529,Android,Hyderabad,Tata Cliq,11076,UPI,2025-12-18 03:46:46,0
TXN71335104,Android,Chennai,Flipkart,4959,Credit Card,2025-07-02 08:18:35,0
TXN59962217,iPhone,Hyderabad,UnknownShop,55938,Debit Card,2025-11-16 07:13:57,1
TXN93435834,Web,Kolkata,BigBasket,4845,UPI,2025-10-04 01:53:41,0
TXN19977590,Web,Bengaluru,BigBasket,5741,Credit Card,2025-01-13 07:09:44,0
TXN62707980,Android,Kolkata,Nykaa,7148,Credit Card,2025-02-11 09:20:53,0
TXN83974953,Android,Ahmedabad,CashTransferPro,42763,UPI,2025-10-03 09:08:29,1
TXN73538184,Web,Bengaluru,JioMart,5253,UPI,2025-09-27 20:38:31,0
TXN38169661,Android,Pune,Tata Cliq,7743,UPI,2025-07-15 04:27:21,0
TXN65962433,Web,Ahmedabad,Myntra,6096,UPI,2025-03-30 09:40:42,0
TXN42439483,iPhone,Chennai,BigBasket,3259,Credit Card,2025-08-06 01:45:11,0
TXN60525948,Web,Mumbai,Forex Exchange,1227,UPI,2025-05-14 03:25:24,0
TXN73262929,iPhone,Pune,Myntra,7481,Wallet,2025-09-02 21:02:20,0
TXN26528801,Web,Kolkata,Nykaa,412,Debit Card,2025-08-28 23:28:33,0
TXN62724356,Web,Delhi,JioMart,11022,Debit Card,2025-02-11 14:59:07,0
TXN63526736,iPhone,Kolkata,Nykaa,2865,UPI,2025-09-20 09:16:32,0
TXN59590585,Web,Ahmedabad,Quikr,27973,UPI,2025-06-15 01:11:35,0
TXN36516896,iPhone,Ahmedabad,Flipkart,6979,Debit Card,2025-03-24 06:27:22,0
TXN75345660,Android,Chennai,Amazon,9032,UPI,2025-08-31 15:33:54,0
TXN37458986,iPhone,Kolkata,BigBasket,7431,Credit Card,2025-12-30 02:56:02,0
TXN64572743,iPhone,Hyderabad,Blinkit,7744,UPI,2025-02-12 12:31:55,0
